practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.02389710023999214,0.17621560022234917,3.4569887001998723,space,3.2663777000270784,None,,001,1,0,2023-10-25_16h40.48.383,simon_task,2023.2.2,59.649143593433756,2023-10-25 16h41.04.237689 +0100,
,,,,,,,,,,,,,,3.4637420000508428,,,,,,,,,
