thisRow.t,notes,prac_instructions.started,key_instruct.started,Instruction_image.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04225819999919622,0.12363310000000638,0.12363310000000638,,,,,,,,,
