practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.05889740027487278,0.19063600013032556,4.028679800219834,space,3.8231248003430665,None,,,,001,1,0,2023-10-25_16h56.33.948,simon_task,2023.2.2,59.207227140340805,2023-10-25 16h56.52.320595 +0100,
,,,,,,,,,,,,,,4.034157400019467,4.034709500148892,4.034726600162685,,,,,,,,,
