condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,left_image.started,right_image.started,resp.started,ITI.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,left_image.stopped,right_image.stopped,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,trial_instructions.started,key_instruct_2.started,trial_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
congruent,O,,,,,2,1,25,7,121.1345453998074,,,,,,,,121.12030219985172,121.1207671999,121.12078939983621,121.1345453998074,121.1345453998074,121.1345453998074,121.1345453998074,121.1345453998074,121.33521749963984,122.63480889983475,122.63480889983475,122.63480889983475,122.63480889983475,122.63480889983475,122.63480889983475,123.13528939988464,123.63504479965195,123.6194030996412,z,1,0.20280009973794222,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,2,2,26,0,123.63504479965195,,,,,,,,123.62005259981379,123.62060409970582,123.6206271997653,123.63504479965195,123.63504479965195,123.63504479965195,123.63504479965195,123.63504479965195,123.81851969985291,125.13598969997838,125.13598969997838,125.13598969997838,125.13598969997838,125.13598969997838,125.13598969997838,125.61873839981854,126.13450619997457,126.11926329974085,m,1,0.3265802999958396,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,2,3,27,9,126.13450619997457,,,,,,,,126.11976609984413,126.1202690997161,126.12028579972684,126.13450619997457,126.13450619997457,126.13450619997457,126.13450619997457,126.13450619997457,126.31879679998383,127.63480339990929,127.63480339990929,127.63480339990929,127.63480339990929,127.63480339990929,127.63480339990929,128.11825269972906,128.6349589000456,128.61977860005572,m,1,0.13326739985495806,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,2,4,28,5,128.6349589000456,,,,,,,,128.62057789973915,128.62116959970444,128.62119229976088,128.6349589000456,128.6349589000456,128.6349589000456,128.6349589000456,128.6349589000456,128.83477399963886,130.13498619990423,130.13498619990423,130.13498619990423,130.13498619990423,130.13498619990423,130.13498619990423,130.63612269982696,131.13471290003508,131.11910820007324,m,1,0.1548890001140535,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,O,,,,,2,5,29,3,131.13471290003508,,,,,,,,131.11983649991453,131.12034149980173,131.12036659987643,131.13471290003508,131.13471290003508,131.13471290003508,131.13471290003508,131.13471290003508,131.33494520001113,132.6342152999714,132.6342152999714,132.6342152999714,132.6342152999714,132.6342152999714,132.6342152999714,133.13481129985303,133.63487769989297,133.6188831999898,z,1,0.3038630997762084,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,2,6,30,1,133.63487769989297,,,,,,,,133.61958749964833,133.61995719978586,133.61997639993206,133.63487769989297,133.63487769989297,133.63487769989297,133.63487769989297,133.63487769989297,133.83549239998683,135.13519260007888,135.13519260007888,135.13519260007888,135.13519260007888,135.13519260007888,135.13519260007888,135.63484159996733,136.13448329968378,136.1187897999771,m,1,0.2332035000436008,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,2,7,31,10,136.13448329968378,,,,,,,,136.11952019995078,136.12012359965593,136.12014399981126,136.13448329968378,136.13448329968378,136.13448329968378,136.13448329968378,136.13448329968378,136.33510859962553,137.63497280003503,137.63497280003503,137.63497280003503,137.63497280003503,137.63497280003503,137.63497280003503,138.13432070007548,138.63449689978734,138.6190173998475,z,1,0.6669546999037266,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,2,8,32,8,138.63449689978734,,,,,,,,138.6196343996562,138.6201971997507,138.62021749978885,138.63449689978734,138.63449689978734,138.63449689978734,138.63449689978734,138.63449689978734,138.8344103996642,140.13428639993072,140.13428639993072,140.13428639993072,140.13428639993072,140.13428639993072,140.13428639993072,140.63393669994548,141.13420089986175,141.11907649971545,m,1,0.3135798000730574,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,2,9,33,4,141.13420089986175,,,,,,,,141.11980680003762,141.12043819995597,141.12045599985868,141.13420089986175,141.13420089986175,141.13420089986175,141.13420089986175,141.13420089986175,141.33469949988648,142.63451469969004,142.63451469969004,142.63451469969004,142.63451469969004,142.63451469969004,142.63451469969004,143.1346491998993,143.63385859970003,143.61900309985504,m,1,0.43452889984473586,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,2,10,34,2,143.63385859970003,,,,,,,,143.6199101000093,143.62063959985971,143.62066169967875,143.63385859970003,143.63385859970003,143.63385859970003,143.63385859970003,143.63385859970003,143.8342271000147,145.13405560003594,145.13405560003594,145.13405560003594,145.13405560003594,145.13405560003594,145.13405560003594,145.63429069984704,146.1340959998779,146.1196178998798,z,1,0.2541614002548158,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,2,11,35,6,146.1340959998779,,,,,,,,146.1205714996904,146.12130509968847,146.12134219985455,146.1340959998779,146.1340959998779,146.1340959998779,146.1340959998779,146.1340959998779,146.3342573000118,147.63457140000537,147.63457140000537,147.63457140000537,147.63457140000537,147.63457140000537,147.63457140000537,148.13402449991554,148.6340930997394,148.61913579981774,z,1,0.30503750033676624,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,O,,,,,3,0,36,3,148.6340930997394,,,,,,,,148.61992309987545,148.620527099818,148.62055249977857,148.6340930997394,148.6340930997394,148.6340930997394,148.6340930997394,148.6340930997394,148.83741569984704,150.1348389997147,150.1348389997147,150.1348389997147,150.1348389997147,150.1348389997147,150.1348389997147,150.65182589972392,151.13379079988226,151.11836469965056,z,1,0.5041517000645399,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,3,1,37,0,151.13379079988226,,,,,,,,151.1189350998029,151.11960079986602,151.11962229991332,151.13379079988226,151.13379079988226,151.13379079988226,151.13379079988226,151.13379079988226,151.33394149970263,152.63390300003812,152.63390300003812,152.63390300003812,152.63390300003812,152.63390300003812,152.63390300003812,153.13372119981796,153.633576199878,153.61899659968913,m,1,0.5148060000501573,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,3,2,38,8,153.633576199878,,,,,,,,153.61974019976333,153.62023689970374,153.62026149965823,153.633576199878,153.633576199878,153.633576199878,153.633576199878,153.633576199878,153.83336979988962,155.13357200007886,155.13357200007886,155.13357200007886,155.13357200007886,155.13357200007886,155.13357200007886,155.63430169969797,156.13328860001639,156.11838099965826,m,1,0.33693449990823865,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,O,,,,,3,3,39,11,156.13328860001639,,,,,,,,156.11904569994658,156.11967450007796,156.11970219993964,156.13328860001639,156.13328860001639,156.13328860001639,156.13328860001639,156.13328860001639,156.33380729984492,157.6343095996417,157.6343095996417,157.6343095996417,157.6343095996417,157.6343095996417,157.6343095996417,158.13384209992364,158.63321119965985,158.61843119980767,z,1,0.38470919989049435,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,3,4,40,2,158.63321119965985,,,,,,,,158.61901049967855,158.61951379990205,158.61953500006348,158.63321119965985,158.63321119965985,158.63321119965985,158.63321119965985,158.63321119965985,158.83349159965292,160.13340479973704,160.13340479973704,160.13340479973704,160.13340479973704,160.13340479973704,160.13340479973704,160.63320679962635,161.13333889981732,161.11822830000892,z,1,0.4317840998992324,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,O,,,,,3,5,41,7,161.13333889981732,,,,,,,,161.11895549995825,161.1196439000778,161.1196713000536,161.13333889981732,161.13333889981732,161.13333889981732,161.13333889981732,161.13333889981732,161.33315149974078,162.6339217000641,162.6339217000641,162.6339217000641,162.6339217000641,162.6339217000641,162.6339217000641,163.13319289963692,163.64865370001644,163.61846160003915,z,1,0.484748899936676,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,3,6,42,9,163.64865370001644,,,,,,,,163.61910149967298,163.61959349969402,163.619620999787,163.64865370001644,163.64865370001644,163.64865370001644,163.64865370001644,163.64865370001644,163.83367129974067,165.13286620005965,165.14982229983434,165.14982229983434,165.14982229983434,165.14982229983434,165.14982229983434,165.63247329974547,166.13289000000805,166.11856509977952,m,1,0.23220960004255176,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,3,7,43,10,166.13289000000805,,,,,,,,166.11928849993274,166.12013270007446,166.12015819968656,166.13289000000805,166.13289000000805,166.13289000000805,166.13289000000805,166.13289000000805,166.33326869970188,167.63334629964083,167.63334629964083,167.63334629964083,167.63334629964083,167.63334629964083,167.63334629964083,168.13368560001254,168.633091900032,168.61843899963424,z,1,0.5421574995853007,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,O,,,,,3,8,44,6,168.633091900032,,,,,,,,168.61934420000762,168.61989709967747,168.61993719963357,168.633091900032,168.633091900032,168.633091900032,168.633091900032,168.633091900032,168.8333565997891,170.13306579971686,170.13306579971686,170.13306579971686,170.13306579971686,170.13306579971686,170.13306579971686,170.63298809994012,171.1324640000239,171.11908729979768,z,1,0.399175800383091,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,3,9,45,5,171.1324640000239,,,,,,,,171.11987769976258,171.1205158000812,171.12054509995505,171.1324640000239,171.1324640000239,171.1324640000239,171.1324640000239,171.1324640000239,171.3335930998437,172.63186009973288,172.63186009973288,172.63186009973288,172.63186009973288,172.63186009973288,172.63186009973288,173.13300290005282,173.63344920007512,173.6172165996395,z,0,0.4757325001992285,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
incongruent,X,,,,,3,10,46,4,173.63344920007512,,,,,,,,173.6177363996394,173.61828769976273,173.61830629967153,173.63344920007512,173.63344920007512,173.63344920007512,173.63344920007512,173.63344920007512,173.83152929972857,175.13289009965956,175.13289009965956,175.13289009965956,175.13289009965956,175.13289009965956,175.13289009965956,175.63323180004954,176.13259499985725,176.11702249990776,m,1,0.38471469981595874,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
congruent,X,,,,,3,11,47,1,176.13259499985725,,,,,,,,176.11780699994415,176.11829879973084,176.11832399992272,176.13259499985725,176.13259499985725,176.13259499985725,176.13259499985725,176.13259499985725,176.3333886996843,177.63273749966174,177.63273749966174,177.63273749966174,177.63273749966174,177.63273749966174,177.63273749966174,178.1502044997178,178.63272539991885,178.61700639966875,m,1,0.3620607000775635,None,,,,,,,1,99,0,2023-10-26_15h46.52.263,simon_task,2023.2.2,58.97231315729091,2023-10-26 15h47.12.484778 +0100,
