condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,text.started,resp.started,text.stopped,ITI.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.047134199999845805,0.07058229999984178,4.68636360000005,space,4.6091140000000905,None,,,,,,,,,,,,,,,,,,,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,0,0,0,0,4.717646599999853,,,,,,,,4.691884399999935,4.69245809999984,4.692497000000003,4.717646599999853,4.717646599999853,4.717646599999853,4.717646599999853,4.901079199999913,5.718656900000042,6.20060599999988,6.217344400000002,6.217344400000002,6.217344400000002,6.701697999999851,7.2172372,7.18693519999988,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,0,1,1,5,7.2172372,,,,,,,,7.188059899999871,7.188865299999861,7.188899399999855,7.2172372,7.2172372,7.2172372,7.2172372,7.401572600000009,8.217908399999942,8.70076539999991,8.719190399999889,8.719190399999889,8.719190399999889,9.201123999999936,9.701433100000031,9.686539399999901,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,0,2,2,3,9.701433100000031,,,,,,,,9.687620400000014,9.688437199999953,9.68846910000002,9.701433100000031,9.701433100000031,9.701433100000031,9.701433100000031,9.901435699999865,10.700926900000013,11.201592299999902,11.201592299999902,11.201592299999902,11.201592299999902,11.701965599999994,12.201139199999943,12.186761899999965,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,0,3,3,2,12.201139199999943,,,,,,,,12.187730800000054,12.188511299999846,12.18854999999985,12.201139199999943,12.201139199999943,12.201139199999943,12.201139199999943,12.401506499999869,13.200954799999863,13.70085240000003,13.70085240000003,13.70085240000003,13.70085240000003,14.2016208,14.700682700000016,14.684910499999887,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,0,4,4,6,14.700682700000016,,,,,,,,14.685384899999917,14.685746899999913,14.68577879999998,14.700682700000016,14.700682700000016,14.700682700000016,14.700682700000016,14.884684500000049,15.700764100000015,16.20067569999992,16.20067569999992,16.20067569999992,16.20067569999992,16.685151799999858,17.20053250000001,17.186360599999944,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,0,5,5,1,17.20053250000001,,,,,,,,17.18711110000004,17.18757669999991,17.18761019999988,17.20053250000001,17.20053250000001,17.20053250000001,17.20053250000001,17.400801600000023,18.200837500000034,18.70207719999985,18.70207719999985,18.70207719999985,18.70207719999985,19.20152119999989,19.700253799999928,19.686318999999912,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,0,6,6,8,19.700253799999928,,,,,,,,19.687236499999926,19.688029299999926,19.688062799999898,19.700253799999928,19.700253799999928,19.700253799999928,19.700253799999928,19.90046039999993,20.70136260000004,21.20137449999993,21.20137449999993,21.20137449999993,21.20137449999993,21.703352900000027,22.200820999999905,22.186781799999835,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,0,7,7,4,22.200820999999905,,,,,,,,22.18776959999991,22.188605399999915,22.188645799999904,22.200820999999905,22.200820999999905,22.200820999999905,22.200820999999905,22.401146899999958,23.201222400000006,23.701537599999938,23.701537599999938,23.701537599999938,23.701537599999938,24.20151369999985,24.716093099999853,24.68552169999998,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,0,8,8,9,24.716093099999853,,,,,,,,24.686356899999964,24.687167499999987,24.687207700000044,24.716093099999853,24.716093099999853,24.716093099999853,24.716093099999853,24.90086980000001,25.71785079999995,26.20079820000001,26.21807590000003,26.21807590000003,26.21807590000003,26.701234699999986,27.216478099999904,27.186745499999915,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
