condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,text.started,resp.started,text.stopped,ITI.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
congruent,O,0,9,9,7,27.216478099999904,,,,,,,,27.18793359999995,27.188768900000014,27.188826999999947,27.216478099999904,27.216478099999904,27.216478099999904,27.216478099999904,27.401125999999977,28.21651739999993,28.701189599999907,28.717394999999897,28.717394999999897,28.717394999999897,29.20034559999999,29.71651789999987,29.68607249999991,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,1,0,10,6,29.71651789999987,,,,,,,,29.687117199999875,29.688115299999936,29.688160100000005,29.71651789999987,29.71651789999987,29.71651789999987,29.71651789999987,29.900524599999926,30.71782549999989,31.200698200000033,31.217566799999986,31.217566799999986,31.217566799999986,31.701054799999838,32.216719499999954,32.18544269999984,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,1,1,11,7,32.216719499999954,,,,,,,,32.18649499999992,32.187220300000035,32.1872636999999,32.216719499999954,32.216719499999954,32.216719499999954,32.216719499999954,32.40032309999992,33.21666909999999,33.70020849999992,33.71752249999986,33.71752249999986,33.71752249999986,34.20034339999984,34.71651989999987,34.68644329999984,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,1,2,12,9,34.71651989999987,,,,,,,,34.687595399999964,34.68865129999995,34.688699399999905,34.71651989999987,34.71651989999987,34.71651989999987,34.71651989999987,34.90062779999994,35.71704989999989,36.200261100000034,36.2173229,36.2173229,36.2173229,36.700996799999984,37.21624369999995,37.18575069999997,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,1,3,13,4,37.21624369999995,,,,,,,,37.18681279999987,37.18777460000001,37.18782020000003,37.21624369999995,37.21624369999995,37.21624369999995,37.21624369999995,37.400074399999994,38.21678320000001,38.70008189999999,38.7172364999999,38.7172364999999,38.7172364999999,39.20069629999989,39.69998779999992,39.68573839999999,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,1,4,14,0,39.69998779999992,,,,,,,,39.68681219999985,39.68756570000005,39.68761019999988,39.69998779999992,39.69998779999992,39.69998779999992,39.69998779999992,39.899633199999926,40.70047290000002,41.19990419999999,41.19990419999999,41.19990419999999,41.19990419999999,41.7000814999999,42.215890700000045,42.185768699999926,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,1,5,15,5,42.215890700000045,,,,,,,,42.18691979999994,42.18769999999995,42.187742999999955,42.215890700000045,42.215890700000045,42.215890700000045,42.215890700000045,42.39925159999984,43.21660309999993,43.700649699999985,43.71657019999998,43.71657019999998,43.71657019999998,44.200428099999954,44.70001520000005,44.68446599999993,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,O,1,6,16,3,44.70001520000005,,,,,,,,44.685604699999885,44.68637029999991,44.686410099999875,44.70001520000005,44.70001520000005,44.70001520000005,44.70001520000005,44.89922569999999,45.70010869999987,46.20038090000003,46.20038090000003,46.20038090000003,46.20038090000003,46.69995189999986,47.21573349999994,47.185731699999906,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
congruent,X,1,7,17,8,47.21573349999994,,,,,,,,47.18689599999993,47.18771319999996,47.18775749999986,47.21573349999994,47.21573349999994,47.21573349999994,47.21573349999994,47.40014139999994,48.21697539999991,48.69948339999996,48.71752229999993,48.71752229999993,48.71752229999993,49.200546399999894,49.70102810000003,49.68597899999986,None,0,001,1,0,2023-11-10_13h17.12.604,simon_task_simple,2023.2.2,61.19366816876442,2023-11-10 13h17.24.670119 +0000,
,,,,,,49.70102810000003,,,,,,,,49.68654240000001,49.68709130000002,49.68711059999987,49.70102810000003,49.70102810000003,49.70102810000003,49.70102810000003,49.89999709999984,50.69926399999986,51.20004479999989,51.215880999999854,51.215880999999854,51.215880999999854,,,,,,,,,,,,,,
