practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.03886829991824925,0.12295549991540611,2.881045899935998,space,2.7474428999703377,None,,,,001,1,1,2023-11-10_11h31.23.599,simon_task_simple,2023.2.2,60.056633445048675,2023-11-10 11h31.33.760172 +0000,
,,,,,,,,,,,,,,2.8853969000047073,2.8857498000143096,2.8857613999862224,,,,,,,,,
