condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,left_image.started,right_image.started,resp.started,ITI.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,left_image.stopped,right_image.stopped,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,trial_instructions.started,key_instruct_2.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
congruent,X,0,9,9,2,27.17828009999357,,,,,,,,27.164127000025474,27.16465149994474,27.16467460000422,27.17828009999357,27.17828009999357,27.17828009999357,27.17828009999357,27.17828009999357,27.3789029000327,28.678400699980557,28.678400699980557,28.678400699980557,28.678400699980557,28.678400699980557,28.678400699980557,29.179001500015147,29.678075599949807,29.663346600020304,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,1,0,10,5,29.678075599949807,,,,,,,,29.663895900011994,29.66440100001637,29.664424099959433,29.678075599949807,29.678075599949807,29.678075599949807,29.678075599949807,29.678075599949807,29.87850570003502,31.178552599973045,31.178552599973045,31.178552599973045,31.178552599973045,31.178552599973045,31.178552599973045,31.678476199973375,32.178175500012,32.16420190001372,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,1,1,11,9,32.178175500012,,,,,,,,32.164777699974366,32.165285099996254,32.16530819993932,32.178175500012,32.178175500012,32.178175500012,32.178175500012,32.178175500012,32.37884959997609,33.678648700006306,33.678648700006306,33.678648700006306,33.678648700006306,33.678648700006306,33.678648700006306,34.17930239997804,34.678502499940805,34.66262369998731,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,1,2,12,4,34.678502499940805,,,,,,,,34.66315709997434,34.66365919995587,34.663679099990986,34.678502499940805,34.678502499940805,34.678502499940805,34.678502499940805,34.678502499940805,34.878001200035214,36.17813789995853,36.17813789995853,36.17813789995853,36.17813789995853,36.17813789995853,36.17813789995853,36.67849229997955,37.17780569999013,37.162810100009665,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,1,3,13,1,37.17780569999013,,,,,,,,37.163280399981886,37.16372299997602,37.16374360001646,37.17780569999013,37.17780569999013,37.17780569999013,37.17780569999013,37.17780569999013,37.37819840002339,38.67850759997964,38.67850759997964,38.67850759997964,38.67850759997964,38.67850759997964,38.67850759997964,39.178768099984154,39.677613500040025,39.66227740002796,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,1,4,14,2,39.677613500040025,,,,,,,,39.66286969999783,39.66339380003046,39.663416099967435,39.677613500040025,39.677613500040025,39.677613500040025,39.677613500040025,39.677613500040025,39.87767590000294,41.177972799981944,41.177972799981944,41.177972799981944,41.177972799981944,41.177972799981944,41.177972799981944,41.67874430003576,42.17761120002251,42.16239690000657,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,1,5,15,7,42.17761120002251,,,,,,,,42.16291579999961,42.16345630004071,42.16348089999519,42.17761120002251,42.17761120002251,42.17761120002251,42.17761120002251,42.17761120002251,42.3783800000092,43.67802480002865,43.67802480002865,43.67802480002865,43.67802480002865,43.67802480002865,43.67802480002865,44.17872329999227,44.67708329996094,44.6618407999631,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,1,6,16,0,44.67708329996094,,,,,,,,44.662347099976614,44.662914099986665,44.66293799993582,44.67708329996094,44.67708329996094,44.67708329996094,44.67708329996094,44.67708329996094,44.87833380000666,46.177561299991794,46.177561299991794,46.177561299991794,46.177561299991794,46.177561299991794,46.177561299991794,46.678046399960294,47.177316699991934,47.16183739993721,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,1,7,17,6,47.177316699991934,,,,,,,,47.16234249994159,47.16294119996019,47.16296440002043,47.177316699991934,47.177316699991934,47.177316699991934,47.177316699991934,47.177316699991934,47.378960600006394,48.67895570001565,48.67895570001565,48.67895570001565,48.67895570001565,48.67895570001565,48.67895570001565,49.19446319993585,,49.67766429996118,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,1,8,18,8,49.6938529999461,,,,,,,,49.678206700016744,49.678782999981195,49.67880640004296,49.6938529999461,49.6938529999461,49.6938529999461,49.6938529999461,49.6938529999461,49.89356380002573,51.193950499990024,51.193950499990024,51.193950499990024,51.193950499990024,51.193950499990024,51.193950499990024,51.694449199945666,52.19362389994785,52.178426099941134,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,1,9,19,3,52.19362389994785,,,,,,,,52.17892740003299,52.17944360000547,52.17946619994473,52.19362389994785,52.19362389994785,52.19362389994785,52.19362389994785,52.19362389994785,52.39409459999297,53.69414599996526,53.69414599996526,53.69414599996526,53.69414599996526,53.69414599996526,53.69414599996526,54.19526429998223,54.69471589999739,54.678517999942414,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.67888270004187,54.69471589999739,,,,,,,,,
