condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,left_image.started,right_image.started,resp.started,ITI.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,left_image.stopped,right_image.stopped,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,trial_instructions.started,key_instruct_2.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.039540500030852854,0.13583859999198467,4.647118299966678,space,4.503694400074892,None,,,,,,,,,,,,,,,,,,,,,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,0,0,0,9,4.663512400002219,,,,,,,,4.651202799985185,4.651710700010881,4.651725800009444,4.663512400002219,4.663512400002219,4.663512400002219,4.663512400002219,4.663512400002219,4.863139500026591,6.162661500042304,6.179525300045498,6.179525300045498,6.179525300045498,6.179525300045498,6.179525300045498,6.662962600006722,7.179099299944937,7.147216400015168,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,0,1,1,1,7.179099299944937,,,,,,,,7.154550399980508,7.155258600017987,7.155282899970189,7.179099299944937,7.179099299944937,7.179099299944937,7.179099299944937,7.179099299944937,7.363215300021693,8.663160600000992,8.679546999977902,8.679546999977902,8.679546999977902,8.679546999977902,8.679546999977902,9.162850799970329,9.662683799979277,9.64685759996064,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,0,2,2,6,9.662683799979277,,,,,,,,9.647431600023992,9.647981900023296,9.648008199990727,9.662683799979277,9.662683799979277,9.662683799979277,9.662683799979277,9.662683799979277,9.862119799945503,11.162499599973671,11.162499599973671,11.162499599973671,11.162499599973671,11.162499599973671,11.162499599973671,11.664642399991862,12.162151900003664,12.147160999942571,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,0,3,3,3,12.162151900003664,,,,,,,,12.147792399977334,12.148366500041448,12.148395300027914,12.162151900003664,12.162151900003664,12.162151900003664,12.162151900003664,12.162151900003664,12.362356600002386,13.664587300037965,13.664587300037965,13.664587300037965,13.664587300037965,13.664587300037965,13.664587300037965,14.162412800011225,,14.663304700050503,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,0,4,4,0,14.67887039994821,,,,,,,,14.663793600047939,14.664422399946488,14.664441999979317,14.67887039994821,14.67887039994821,14.67887039994821,14.67887039994821,14.67887039994821,14.879031399963424,16.179133799974807,16.179133799974807,16.179133799974807,16.179133799974807,16.179133799974807,16.179133799974807,16.678968899999745,17.178447299986146,17.1635153000243,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,0,5,5,4,17.178447299986146,,,,,,,,17.164021600037813,17.164481200044975,17.164502599975094,17.178447299986146,17.178447299986146,17.178447299986146,17.178447299986146,17.178447299986146,17.379283000016585,18.679041299968958,18.679041299968958,18.679041299968958,18.679041299968958,18.679041299968958,18.679041299968958,19.179199200007133,19.67914679995738,19.663133000023663,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,0,6,6,5,19.67914679995738,,,,,,,,19.663654300034977,19.664192899945192,19.66421720001381,19.67914679995738,19.67914679995738,19.67914679995738,19.67914679995738,19.67914679995738,19.879206100013107,21.17919209995307,21.17919209995307,21.17919209995307,21.17919209995307,21.17919209995307,21.17919209995307,21.67901369999163,22.178796599968337,22.162954499945045,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,X,0,7,7,8,22.178796599968337,,,,,,,,22.163503699935973,22.164085799944587,22.16411040001549,22.178796599968337,22.178796599968337,22.178796599968337,22.178796599968337,22.178796599968337,22.378827100037597,23.67904289998114,23.67904289998114,23.67904289998114,23.67904289998114,23.67904289998114,23.67904289998114,24.179423499968834,24.678028199938126,24.662940199952573,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
congruent,O,0,8,8,7,24.678028199938126,,,,,,,,24.663445599959232,24.663918599952012,24.663939799997024,24.678028199938126,24.678028199938126,24.678028199938126,24.678028199938126,24.678028199938126,24.879232299979776,26.179205799940974,26.179205799940974,26.179205799940974,26.179205799940974,26.179205799940974,26.179205799940974,26.67955580004491,27.17828009999357,27.163536799955182,None,0,,,001,1,0,2023-11-10_11h20.01.806,simon_task,2023.2.2,59.60182404757425,2023-11-10 11h20.12.811161 +0000,
