practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.04374760016798973,0.17776590026915073,4.294695900287479,space,4.113337500020862,None,,001,1,0,2023-10-25_16h52.44.724,simon_task,2023.2.2,59.001227149698195,2023-10-25 16h52.57.884031 +0100,
,,,,,,,,,,,,,,4.2997669000178576,,,,,,,,,
