thisRow.t,notes,prac_instructions.started,key_instruct.started,Instruction_image.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04439170000114245,0.11745879999944009,0.11745879999944009,,,,,,,,,
