practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.006307399948127568,0.10602499998640269,9.408199499943294,space,9.293624399928376,None,,,,001,1,,2023-11-10_10h57.48.206,simon_task,2023.2.2,60.342455483716236,2023-11-10 10h58.04.215103 +0000,
,,,,,,,,,,,,,,9.440053199999966,9.44065809994936,9.440682900021784,,,,,,,,,
