practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,prac_config.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.058853600174188614,0.16635899990797043,17.47922630002722,space,17.309142000041902,None,,001,1,0,2023-10-25_16h29.31.393,simon_task,2023.2.2,60.093878686529386,2023-10-25 16h31.16.310545 +0100,
,,,,,,,,,,,,,,17.48432270018384,,,,,,,,,
