practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.047931699897162616,0.1294118999503553,3.2869619999546558,space,3.15350649994798,None,,001,1,1,2023-11-10_11h07.06.675,simon_task,2023.2.2,60.08950932912161,2023-11-10 11h07.15.634885 +0000,
,,,,,,,,,,,,,,3.2915742999175563,,,,,,,,,
