practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.01547779981046915,0.17919509997591376,3.5166760999709368,space,3.3262269999831915,None,,001,1,0,2023-10-25_16h42.57.802,simon_task,2023.2.2,59.92620679539784,2023-10-25 16h43.11.730261 +0100,
,,,,,,,,,,,,,,3.5245627998374403,,,,,,,,,
