11.3584 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F19E581C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F19E581C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F19E581A60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F19E710610>, multiSample=False, name='window1', numSamples=2, pos=(560, 340), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.3586 	EXP 	window1: mouseVisible = True
11.3586 	EXP 	window1: backgroundImage = ''
11.3586 	EXP 	window1: backgroundFit = 'none'
11.3615 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.3615 	EXP 	window1: recordFrameIntervals = False
11.5241 	EXP 	window1: recordFrameIntervals = True
11.7075 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
11.7075 	EXP 	window1: recordFrameIntervals = False
11.7076 	EXP 	window1: mouseVisible = True
11.7395 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.5649 	EXP 	simon_task_simple: status = STARTED
14.5651 	EXP 	window1: mouseVisible = True
