thisRow.t,notes,prac_instructions_CB0.started,key_instruct.started,Intstuction_image.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04412439999941853,0.12962439999864728,0.12962439999864728,,,,,,,,,
