practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.053544299909844995,0.1308568000094965,35.10381359991152,space,34.95653379999567,None,,001,1,,2023-11-10_11h05.14.365,simon_task,2023.2.2,60.1117959155651,2023-11-10 11h05.26.926398 +0000,
,,,,,,,,,,,,,,35.107258299947716,,,,,,,,,
