practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,left_color_stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006103200372308493,0.022690200246870518,1.607681100256741,space,1.5728613999672234,None,,,,001,1,0,2023-10-26_15h06.17.342,simon_task,2023.2.2,58.96341143507355,2023-10-26 15h06.28.658343 +0100,
,,,,,,,,,,,,,,,1.6126252003014088,1.6131523000076413,1.6131693003699183,,,,,,,,,
