practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.05816589994356036,0.17510690027847886,3.111365800257772,space,2.9279085001908243,None,,,,001,1,0,2023-10-25_17h00.24.242,simon_task,2023.2.2,59.55504056222783,2023-10-25 17h01.04.926207 +0100,
,,,,,,,,,,,,,,3.1181216002441943,3.1188328000716865,3.1188568002544343,,,,,,,,,
