thisRow.t,notes,Init.started,Init.stopped,prac_instructions_CB0.started,key_instruct.started,prac_instructions_CB0.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,prac_instrucations_CB1.started,text_norm_cb1.started,key_resp.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04654249999930471,0.04701699999986886,0.04703519999929995,0.08342709999942599,4.4325559999997495,space,4.332884800000102,None,,,,001,1,0,2023-11-10_14h42.05.442,simon_task_simple,2023.2.2,60.27967357360919,2023-11-10 14h42.15.399734 +0000,
,,,,,,,,,,4.432603199999903,4.4478833999992275,4.4478833999992275,,,,,,,,,
