condition,stim,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_instructions.started,key_instruct.started,Instruction_image.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,fixation_cross.started,left_stim.started,right_stim.started,resp.started,fixation_cross.stopped,left_stim.stopped,right_stim.stopped,ITI.started,resp.stopped,ITI.stopped,simon_trial.stopped,resp.keys,resp.corr,trial_instructions.started,key_instruct_2.started,trial_instructions_image.started,trial_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
congruent,O,,,,,2,4,28,7,150.9827881000001,,,,,,,,,150.96849610000027,150.96913539999878,150.96915789999912,150.9827881000001,150.9827881000001,150.9827881000001,151.18263599999955,152.48281339999994,152.48281339999994,152.48281339999994,152.48281339999994,152.98255599999902,153.48223999999936,153.4659501999995,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,O,,,,,2,5,29,6,153.48223999999936,,,,,,,,,153.4662849999986,153.4665329999989,153.46654469999885,153.48223999999936,153.48223999999936,153.48223999999936,153.66565499999888,154.98280169999998,154.98280169999998,154.98280169999998,154.9657576999998,155.46541649999926,155.96577289999914,155.95009589999972,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,X,,,,,2,6,30,8,155.96577289999914,,,,,,,,,155.9505307999989,155.95094229999995,155.95096059999923,155.96577289999914,155.96577289999914,155.96577289999914,156.16602969999985,157.46663459999945,157.46663459999945,157.46663459999945,157.46663459999945,157.96629829999983,158.46537829999943,158.45011929999964,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,O,,,,,2,7,31,11,158.46537829999943,,,,,,,,,158.45071469999857,158.45128999999906,158.4513439000002,158.46537829999943,158.46537829999943,158.46537829999943,158.6660811999991,159.96594559999903,159.96594559999903,159.96594559999903,159.96594559999903,160.46724449999965,160.9653946999988,160.95007909999913,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,X,,,,,2,8,32,4,160.9653946999988,,,,,,,,,160.95059129999936,160.9510534000001,160.9510769999997,160.9653946999988,160.9653946999988,160.9653946999988,161.16586989999996,162.46565929999997,162.46565929999997,162.46565929999997,162.46565929999997,162.96662579999975,163.46498669999892,163.45045969999956,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,O,,,,,2,9,33,2,163.46498669999892,,,,,,,,,163.45112899999913,163.45177890000014,163.45180789999904,163.46498669999892,163.46498669999892,163.46498669999892,163.66571349999867,164.96532879999904,164.96532879999904,164.96532879999904,164.96532879999904,165.46586790000038,165.96492930000022,165.95013389999986,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,X,,,,,2,10,34,5,165.96492930000022,,,,,,,,,165.9507909999993,165.95145989999946,165.95149069999934,165.96492930000022,165.96492930000022,165.96492930000022,166.16521829999874,167.4655359999997,167.4655359999997,167.4655359999997,167.4655359999997,167.9655348999986,168.46537179999905,168.44988329999978,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,X,,,,,2,11,35,1,168.46537179999905,,,,,,,,,168.45057309999902,168.45121189999918,168.45123479999893,168.46537179999905,168.46537179999905,168.46537179999905,168.66549329999907,169.96610689999943,169.96610689999943,169.96610689999943,169.96610689999943,170.4659948999997,170.96552489999885,170.94974219999858,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,X,,,,,3,0,36,9,170.96552489999885,,,,,,,,,170.95029049999903,170.95082600000023,170.95085110000036,170.96552489999885,170.96552489999885,170.96552489999885,171.16478259999894,172.46509239999978,172.46509239999978,172.46509239999978,172.46509239999978,172.96664090000013,173.464963299999,173.44862300000023,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,O,,,,,3,1,37,10,173.464963299999,,,,,,,,,173.44893579999916,173.4491851999992,173.44919649999974,173.464963299999,173.464963299999,173.464963299999,173.648328199999,174.96506859999863,174.96506859999863,174.96506859999863,174.94841599999927,175.44932569999946,175.9481182999989,175.93308739999884,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,O,,,,,3,2,38,2,175.9481182999989,,,,,,,,,175.9336721999989,175.93418240000028,175.93420650000007,175.9481182999989,175.9481182999989,175.9481182999989,176.14804729999923,177.4482568000003,177.4482568000003,177.4482568000003,177.4482568000003,177.94781200000034,178.44829539999955,178.4332132999989,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,X,,,,,3,3,39,8,178.44829539999955,,,,,,,,,178.43373559999964,178.43416839999918,178.43418519999977,178.44829539999955,178.44829539999955,178.44829539999955,178.64772599999924,179.94846440000038,179.94846440000038,179.94846440000038,179.94846440000038,180.44824469999912,180.94790119999925,180.9324758999992,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,X,,,,,3,4,40,0,180.94790119999925,,,,,,,,,180.93297150000035,180.93336079999972,180.9333803999998,180.94790119999925,180.94790119999925,180.94790119999925,181.14769559999877,182.44786529999874,182.44786529999874,182.44786529999874,182.44786529999874,182.94856640000035,183.4481040999999,183.4325270999998,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,X,,,,,3,5,41,4,183.4481040999999,,,,,,,,,183.43318980000004,183.43382810000003,183.4338601999989,183.4481040999999,183.4481040999999,183.4481040999999,183.64799909999965,184.94789479999963,184.94789479999963,184.94789479999963,184.94789479999963,185.44794829999955,185.94745059999877,185.93180419999953,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,X,,,,,3,6,42,1,185.94745059999877,,,,,,,,,185.93222400000013,185.93264119999913,185.9326584999999,185.94745059999877,185.94745059999877,185.94745059999877,186.14708579999933,187.4479881999996,187.4479881999996,187.4479881999996,187.4479881999996,187.94831319999867,188.44736190000003,188.43322199999966,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,O,,,,,3,7,43,7,188.44736190000003,,,,,,,,,188.4340390999987,188.43465300000025,188.43468439999924,188.44736190000003,188.44736190000003,188.44736190000003,188.64802899999995,189.9480999999996,189.9480999999996,189.9480999999996,189.9480999999996,190.4478958999989,190.94750199999908,190.93241490000037,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,O,,,,,3,8,44,3,190.94750199999908,,,,,,,,,190.93288889999894,190.9333475000003,190.9333687999988,190.94750199999908,190.94750199999908,190.94750199999908,191.14706990000013,192.44783819999975,192.44783819999975,192.44783819999975,192.44783819999975,192.94811180000033,193.44695659999888,193.4330642999994,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,X,,,,,3,9,45,5,193.44695659999888,,,,,,,,,193.4336829999993,193.43422680000003,193.4342545999989,193.44695659999888,193.44695659999888,193.44695659999888,193.64775689999988,194.94764880000002,194.94764880000002,194.94764880000002,194.94764880000002,195.44735049999872,195.94706229999974,195.93173389999902,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
congruent,O,,,,,3,10,46,11,195.94706229999974,,,,,,,,,195.93220680000013,195.9326435999992,195.93266500000027,195.94706229999974,195.94706229999974,195.94706229999974,196.14706269999988,197.44762470000023,197.44762470000023,197.44762470000023,197.44762470000023,197.9468581000001,198.4467496999987,198.4320356999997,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
incongruent,O,,,,,3,11,47,6,198.4467496999987,,,,,,,,,198.4325503,198.4330059999993,198.4330269000002,198.4467496999987,198.4467496999987,198.4467496999987,198.64721660000032,199.9471386999994,199.9471386999994,199.9471386999994,199.9471386999994,200.44761599999947,200.9471238999995,200.93205339999986,None,0,,,,,,,,001,1,0,2023-11-10_16h18.23.391,simon_task_simple3,2023.2.2,60.48454166314721,2023-11-10 16h18.33.083396 +0000,
