9.0159 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000277F4893C10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000277F4893BB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000277F4893A00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000277F4A628B0>, multiSample=False, name='window1', numSamples=2, pos=(560, 340), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0160 	EXP 	window1: mouseVisible = True
9.0160 	EXP 	window1: backgroundImage = ''
9.0160 	EXP 	window1: backgroundFit = 'none'
9.0181 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0181 	EXP 	window1: recordFrameIntervals = False
9.1827 	EXP 	window1: recordFrameIntervals = True
9.4329 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
9.4329 	EXP 	window1: recordFrameIntervals = False
9.4330 	EXP 	window1: mouseVisible = True
9.4669 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
11.9718 	EXP 	simon_task_simple2: status = STARTED
11.9720 	EXP 	window1: mouseVisible = True
11.9832 	EXP 	Created Intstuction_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='Intstuction_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='norm', win=Window(...))
11.9834 	EXP 	window1: mouseVisible = True
12.0351 	EXP 	Created fixation_cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='fixation_cross', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
12.0352 	EXP 	window1: mouseVisible = True
