thisRow.t,notes,prac_instructions.started,key_instruct.started,Instruction_image.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04146679999939806,0.1231086999996478,0.1231086999996478,,,,,,,,,
