thisRow.t,notes,prac_instructions.started,key_instruct.started,Instruction_image.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,0.04057540000030713,0.11383939999905124,0.11383939999905124,,,,,,,,,
