practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,condition,stim,thisRow.t,notes,prac_instructions.started,key_instruct.started,prac_instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,simon_setup.started,simon_setup.stopped,simon_trial.started,session,participant,counterbalance,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.05520470009651035,0.14596310001797974,5.451924000051804,space,5.300216600066051,None,,,,001,1,1,2023-11-10_11h10.50.784,simon_task,2023.2.2,59.92595549763224,2023-11-10 11h11.01.556409 +0000,
,,,,,,,,,,,,,,5.489215400069952,5.489708400098607,5.489723600097932,,,,,,,,,
